timestamp,original,category,reason
20251211135523,https://www.tiktok.com/community-guidelines/en/community-principles?cgversion=2025H2update,CG_sub,failed: HTTPError
20251230151951,https://www.tiktok.com/community-guidelines/en/community-principles?lang=en&cgversion=2025H2update,CG_sub,failed: HTTPError
20230714130150,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20240715191031,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20240717023213,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20241002184346,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20241025175442,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20241126225121,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20241127053946,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250121184230,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250127095139,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250319105018,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250329180336,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250413211509,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250430203025,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250611182417,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250821180742,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250822035650,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250831130238,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20250909112200,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20251113185913,https://www.tiktok.com/community-guidelines/en/enforcement,CG_sub,failed: HTTPError
20230819060448,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230819194745,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230824161126,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230914012137,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230928205508,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230929222751,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20231002220033,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20231020121718,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20231109204013,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20231113200144,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240118232432,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240218101714,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240331164904,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240501073850,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240606145729,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240613013724,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240616211812,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240622041203,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240723181125,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20240802024223,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20241128023034,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20250116003251,https://www.tiktok.com/community-guidelines/en/enforcement/,CG_sub,failed: HTTPError
20230508041404,https://www.tiktok.com/community-guidelines/en/enforcement/?cgversion=2023,CG_sub,failed: HTTPError
20240105202352,https://www.tiktok.com/community-guidelines/en/enforcement/?cgversion=2023,CG_sub,failed: HTTPError
20240117005635,https://www.tiktok.com/community-guidelines/en/enforcement/?cgversion=2023,CG_sub,failed: HTTPError
20241205162855,https://www.tiktok.com/community-guidelines/en/enforcement/?cgversion=2023,CG_sub,failed: HTTPError
20240116232932,https://www.tiktok.com/community-guidelines/en/enforcement/?cgversion=2023&enter_method=left_navigation,CG_sub,failed: HTTPError
20230509061922,https://www.tiktok.com/community-guidelines/en/enforcement/?enter_method=left_navigation,CG_sub,failed: HTTPError
20230725013246,https://www.tiktok.com/community-guidelines/en/enforcement/?enter_method=left_navigation,CG_sub,failed: HTTPError
20231008092804,https://www.tiktok.com/community-guidelines/en/enforcement/?enter_method=left_navigation,CG_sub,failed: HTTPError
20240403002524,https://www.tiktok.com/community-guidelines/en/enforcement/?enter_method=left_navigation,CG_sub,failed: HTTPError
